,user_name,user_description,text,hashtags,source
433,RG | DefNotDoolitt.eth 🇺🇸🇲🇽🇬🇧🚀,CPTO / ECP ❤️‍🔥🍵🤠☁️🏌🏽|@USAirForce OIR Vet👨🏽‍⚖️| @PlayValorant / variety streamer | 🧠 Mind over Matter 🏔️ @Twitch Affiliate | 🧱⛓️ Dev (freelance),Bring back @Nike Maxsight,,Twitter for iPhone
434,Pau Guti,Posh Seller,Check out this listing I just added to my #Poshmark closet: Men Nike Mercurial Superfly 7 Pro FG Soccer Cleats Orange AT5382-801 Size 10.5. https://t.co/7chGVh0NeT #shopmycloset @poshmarkapp,['Poshmark'],Poshmark
435,Teresa,,"@TennesseeMAGA13 @DineshDSouza @budlight Washington State just passed a law that the state can take your child if you do not consent to the child’s transgender surgery . Never ever buy Busch products again. These are the people pushing this twisted agenda! Oil of Olay,Nike and Tampons are more brands pushing this agenda",,Twitter for iPhone
436,Beautylove123,Lovely Girl!!!,adidas - Extra 25% Off Select Full Price &amp; Sale Items https://t.co/bbi8Tx6PPK https://t.co/rVkAhHHfej,,Twitter Web App
437,JonCalvin Smith,"To be awake is to be alive!
Veteran Traveler Guncle Son Musician Artist Interpreter Historian messy, tough, outgoing, self revealing, reckless, strong","@edendally @krassenstein Their stock price last month was $61/$62.
Their stock price this month is $63/$64.
That's no loss.
They discussed all of this prior to the campaign.
They knew you bigots would be mad.
They decided they could take the hit.
Just like Nike, Kuerig and  and the NFL.
They don't care.",,Twitter for Android
438,John Pharr,"Southern conservative, but hopeful both sides can find a place to meet and solve our country's issues. Thankful for family, friends , and country, always.","@ClayTravis Haven't bought anything Nike in decades. Forget the dudettes with dicks, the sweat shops using child labor is horrible enough.",,Twitter Web App
439,KicksFinder,"Links to the best sneaker releases, deals and restocks. (Affiliate links)","Nike Dunk Low “What The Mario” 🙊

Have you watched the latest @supermariomovie ? 🍄

📸 IG: andu.c https://t.co/rirKPtRyaY",,Twitter for iPhone
440,Restock4Sure,"Subscribe for Free °beta°
Push notification with profitable products 👨‍🍳","Snipes EU Restock: Nike Wmns Dunk Low

🇩🇪: https://t.co/9a4zBwE393
🇪🇸: https://t.co/2GCuSebzgG
🇫🇷: https://t.co/z4wTfEYI2n
🇮🇹: https://t.co/K8DsTdRIjH
🇳🇱: https://t.co/Py3SRSJNss

#Sneakers https://t.co/P35IozUc0G",,Restock4S
441,S4S - Sneakers Restock 💯 FREE Service !,🔎 1st Ultimate Sneakers Finder 🤑👟 Compare +40k products price over 200 Shops | 🗓️ Calendar / 🔗 Links,"Snipes EU Restock: Nike Wmns Dunk Low

🇩🇪: https://t.co/VGZSMk4FDc
🇪🇸: https://t.co/GK1JaNsICw
🇫🇷: https://t.co/a7p0ZqFjg4
🇮🇹: https://t.co/U1tZg9ElQS
🇳🇱: https://t.co/sJOn4XfFPs

#Sneakers https://t.co/XIqVrwxDwJ",,sneaks4sure
442,Beautylove123,Lovely Girl!!!,adidas - Extra 25% Off Select Full Price &amp; Sale Items https://t.co/bbi8Tx6PPK https://t.co/KuoowEN0mN,,Twitter Web App
443,Jon,"Keep it simple, down to earth person who cares passionately about environment and social causes.",Hold Congressional Hearings on... #care2 https://t.co/K3uhbBa7Ad,['care2'],Twitter Web App
444,Watchman on the Wall🇺🇸🇮🇱✝️,"Dad, @BiolaU, @LibertyUDiv, #ChristianZionist✡️, #Patriot🇺🇸, Sports Fan🏈⚾, Pastoral Care & Teaching, Defender of Israel✡️, Jewish Lives Matter",Nike Does Something Even Worse Than Bud Light with Latest Move - And Kids Are Involved via @WestJournalism https://t.co/tEUvrWri2O,,Twitter Web App
445,Sneaker Access,The fastest Sneaker Release & Restock alerts - turn on push notifications! Tweets might contain affiliate links.,"RESTOCK Campus 00S Shoes + H03472 on Adidas Confirmed

https://t.co/7f9aRUsCDM https://t.co/0oqCW1lq9X",,SnkeakerLinks
446,W0rldofapperal,Style,Nike releases a red counter part to the black one is this a cop? #fyp #explorepage #nike #panda #jordan #sneaker #sneakerhead #sneakernews #famous #feed #omg #lmao #weoutside #white #black #shoe #lmfao https://t.co/lSned5GV4p,"['fyp', 'explorepage', 'nike', 'panda', 'jordan', 'sneaker']",Buffer
447,Him Hardaway,Fulltime Father + Multimedia Artist + Professional Photographer + Videographer For Hire + @GoonMilk Brand Owner,I did this one Xmas my dad bought me this off brand ass run dmc adidas track suit… I said “who that’s for?” Lol https://t.co/dzIigj1Tdd,,Twitter for iPhone
448,Paul Culpo,Fighting for the youth of America!,Like Nike- you just do it. https://t.co/J3OKeNnhWP,,Twitter for iPhone
449,jennifer,Ltd,@ClayTravis I don’t know if we just took it ?? I was pretty insulted and I haven’t bought Nike for many years. I replied to it on Twitter.  What else do we do?,,Twitter for iPhone
450,JC Strachan,🇯🇲 PMP | Construction Project Management | Austrian Economics | A Priori,"I just think it’s hypocritical that the right has adopted the same tactics of cancel culture they once denounced. 

It’s also sad that so few realize that these marketers are using the outrage to pump sales. Colin &amp; Nike…same thing.

How long are we all gonna keep playing https://t.co/p7ZlOcEOBC",,Twitter for iPhone
451,Mr-Lorenzo,#1 DUKE Fan!,Man said the yeezy's was $450. Let's put them back in the box bruh!!! I don't know why I'm in here kind Sir....,,Twitter for Android
452,voló🍌,𝙙𝙤𝙣’𝙩 𝙩𝙖𝙡𝙠 𝙩𝙤 𝙨𝙩𝙧𝙖𝙣𝙜𝙚𝙧𝙨 🏂💕 | dm for promo,@mynameiskimmyy Nope I settled with a black Nike sweatshirt 😢,,Twitter for iPhone
453,Joseph H,"I am an average ""JOE"" and a family man.","@elonmusk @DrLoupis Yes agree.. With that @elonmusk
Ask your follower to ban Bud light and NIke.
""A line must be drawn here"" https://t.co/WjjMCnyAOU",,Twitter for Android
454,🏄🏽‍♀️,fairyGodMother to you 🧚🏽‍♀️🩷🤱🏽,I love me some Nike pro leggings. They fit so tight and nice 🫶🏽,,Twitter for iPhone
455,Men Shoes,Men's Shoes. Selected Items. Product Information. Daily Updated (eBay Links),Nike Air Jordan 1 Retro High OG - Lucky Green / DZ5485-031 Mens Shoes Expedited https://t.co/VJukB9hiYf eBay https://t.co/frafjxBVIK,,dlvr.it
456,RareConservPSU,Faith and family are everything,"@Rosanna42 @wldgrl @DC_Draino @RileyGreenMusic A boy receiving money from Tampax and Nike for women’s clothing shouldn’t be accepted. And hopefully someday you have a daughter that loses to a boy that wasn’t good enough to play with the boys, but he is the best fake girl.",,Twitter Web App
457,Beautylove123,Lovely Girl!!!,adidas - Extra 25% Off Select Full Price &amp; Sale Items https://t.co/bbi8Tx6PPK https://t.co/1Z4fl0MzYF,,Twitter Web App
458,Mr Smith,"Enjoy sports betting, horse racing and poker. The smaller the government the better. Believer in free markets. Been banned for speaking truth. #1A #2A #IFBAP","@ClayTravis I haven’t bought anything Nike in years. I won’t miss Bud either. Fight these people with your wallets, especially ESPN and CNN.",,Twitter Web App
459,Violet,"TW/CW: ED DNF if not edtwt 
15 
Blk",@SoniaGallegoAJE @Nike This just in: eds didnt exist before dylan came out as trans,,Twitter for Android
460,The Chad of Kvatch,"Another fine day in Kvatch, what could possibly go wr.. what the fuck is that?",@Aristos_Revenge Nike,,Twitter for iPhone
461,𝙎𝙃𝙊𝙀𝙈𝘼𝙉𝙄𝘼𝙌💫 ​,"Release / News /
Sneaker Stores Affiliate 
#Shockdrop info & #Restock | #Nike #Jordan #Cookgroup Tweets. Follow us & Turn on notification🔔 ShoemaniaQ@gmail.com","Ad: Restock: Nike Air Max 1 '87 Women's Shoes Sail/Celestine Blue/Picante Red/Black | 152.95 GBP
🇫🇷 https://t.co/2fuXVMvkFb
🇪🇺 https://t.co/FgUhLKNCMS https://t.co/QCs4CLFUhm",,Captain Sneakers by ShoemaniaQ
462,Kids Clothing Shoes,"Kids Clothing, Shoes and Accessories. Selected Items. Deals. Product Information. Daily Updated. (eBay Links)",Nike Air Force 1 Space Jam Hare White Blue GS DM3353 100 Size 3.5Y / Womens 5 https://t.co/w7Bg8wqcUX eBay https://t.co/wcP0gIgyAr,,dlvr.it
463,Kimmy | 4 / 23 🎂,anthro artist - im a HUGE Tuv enjoyer since '21 - i love rap nd memes so you'll see art mixed with rap nd memes + raffles,@keybladevolo volo did u find the black nike tech yet,,Twitter Web App
464,Paul Kennedy Lintag,"Through victory, my chains are broken.",Why are the road teams wearing white in today’s set of games? Nike will get its due comeuppance for ruining NBA jerseys,,Twitter for iPhone
465,Sneaker Deals | SneakersCheaper.com,SNEAKER DEALS | RELEASE LINKS | FASHION DEALS,"Nike Air Force 1 High
Women's Shoes PATRIOTS 

Member Exclusive: use code MOMSDAY for an extra 20% off 
$63 --&gt; https://t.co/qqRKRAF3FP https://t.co/12RZrWXcbX",,Hypefury
466,USL 🇷🇸,"some unfunny serb on the internet,minor,bait tweets,i run @SerbianSL and @USL_OOC ,i draw stuff sometimes,i do some trolling,professional war criminal",@eivorerin 🇷🇸 adidas better 🇷🇸,,Twitter for Android
467,Scott Royall,,@CountessesofUNC 9. It would have been 10 without the language and I didn't like the David Faulk character in the movie.  The best part in the movie was when they were preparing for the Jordan Visit to Nike HQ and how they developed the shoe design,,Twitter for Android
468,uncle Johnny,un loco manso,@Upper_Echelonn I’m calling Nike https://t.co/pcrdfH0hId,,Twitter for iPhone
469,W0rldofapperal,Style,Nike sb coming out with creative collars are these a cop or drop ? #fyp #explorepage #nike #panda #jordan #sneaker #sneakerhead #sneakernews #famous #feed #omg #lmao #weoutside #white #black #shoe #lmfao https://t.co/rMUATLQNXZ,"['fyp', 'explorepage', 'nike', 'panda', 'jordan', 'sneaker']",Buffer
470,BlueBox,"New pairs, old pairs, my pairs and your pairs. Here to help, find me on Instagram @BlueBoxNA #BlueBox","Exclusive to Canadian retailer Livestock these are dropping on 20th April for those interested

Adidas Consortium x Livestock Velosamba 

Very nice pair, not a samba or Velosamba wearer but will go have a look in store when they release 🇨🇦

#BlueBox @LIVESTOCKcanada https://t.co/xshgCGbhAh",,Twitter for iPhone
471,Jeff Lee Diamond,I live in reality,@The_Weed_Shop havent bought nike in decades and havent bought gas from BP in just as long. i know one thing. this bullshit of adults dressing up like kids and stuff needs to stop. btw your boy dylans main demo is ppl under 18. but i'm sure you have no prob with ppl influencing alcohol on kids,,Twitter Web App
472,Yonko,"I make and break things 📲 /n  Optimist

Founder @rallie_app",Idc if you a grown ass man wearing Yeezy slides to a function you a certified BUM,,Twitter Web App
473,W0rldofapperal,Style,Travis Scott olive green set to release later this month are you coping ? #fyp #explorepage #nike #panda #jordan #sneaker #sneakerhead #sneakernews #famous #feed #omg #lmao #weoutside #white #black #shoe #lmfao https://t.co/zG5nNGPbI0,"['fyp', 'explorepage', 'nike', 'panda', 'jordan']",Buffer
474,Joe,,"@beatingblog Depends on the manufacturer, I play golf, so Adidas will say sizes are generous so I've bought loads of belts😬",,Twitter for Android
475,Jeff Benedict,"TV/Film producer, bestselling author 17 books, including NYT #1 “Tiger Woods,” “The Dynasty,” coming to Apple TV+, and “LeBron,” coming in 2023.",Excerpt: Jeff Benedict's 'LeBron' - How Nike Signed LeBron James https://t.co/OZE1kSNnpj,,Twitter for iPhone
476,Joseph The Particle Smasher,I’m Here ... There ... Everywhere ... I’ve Even Been Nowhere before,Rakuten has this amazing deal right now. You can get 8% Cash Back at Nike when you shop with Rakuten today. Use my invite link to join and get a $30 bonus when you spend $30 at any store.* You can thank me later! https://t.co/HPA2Q8AH7k,,Twitter Web App
477,Macario,,"@thehiddenpod Did you see the women and a couple of men in the chat calling him da00y I don't even want to type it, lol. They were asking him to whip them. I thought it was a joke at first. 

Someone needs to see when the next comet is passing by and monitor the Nike outlets.",,Twitter for Android
478,william d hart,"V-twin rider in the 808 island state. Traditional man-code masculine kane'.
Please, no DMs. No means Never. Sigma male and lone wolf. Not interested in dating!!","@LunaEmpath89 Geez, why not? Explore a bit, have fun and do some self-reflection. Take some ""me time,"" and be Nike, ""just do it."" You're going to be better for it, my friend 👍",,Twitter for Android
479,John McClain,Not just another pretty face,@KariLakeWarRoom Total agreement from a guy that no longer wears Nike or watches Disney... It's becoming a movement and the target corporations are numerous,,Twitter for Android
480,Marie Isabella,"Adult human female. Sarcastic af. prolific stealer of memes (share the love). If MY page offends you, I suggest you don’t look.","Good. Hopefully the damage is already done to Budweiser. Now, if we could try and get the same response to Hershey’s, Nike, and Olay’s (just to start), that would be great https://t.co/PCMrV4eUxJ",,Twitter for iPhone
481,SaintPablo.eth,@adidas /// council @INDIGO_HERZ,"I had a few unforgettable days, on Thursday I arrived in NYC and in the evening we had the #ALTSbyadidas event. I met great people, tasty drinks and good music. May there be many more like this.... Thanks to the /// adidas team! ❤️🚀🗽 https://t.co/lyOKgLZYyk https://t.co/u3MtllSoUd",['ALTSbyadidas'],Twitter for iPhone
482,malika jones,,Oh and there coming for 'our appropriate dress ware too' You know the same inappropriate dressware they let our Black Rappers sell to our children. Or that White Nike Profits from. Who sits around the round record table for approval before anything gets released? #BlackTwitter,,Twitter Web App
483,C$,"Stand for something, or fall for anything. #GoBucks #BillsMafia #RisePHX","Since you bring back AF1’s, how about these? @Nike @nikestore https://t.co/TEtMoy0YHG",,Twitter for iPhone
484,JRinATL🇺🇸,"Detroit -vs- Everybody. Living in ATL. Love sports, music, art and movies. Debunk GOP lies. Secular progressive. Socialist. Speak truth to Power.",@ExposingClay What Nike ad is he referring to?,,Twitter for iPhone
485,Randall J. Sanders,"Existing quietly (sometimes) at the intersection of sports & a few dialects of nerdery. I constitute various fractions of @NumbersMLB, @mlb_cc, and @BTYLPodcast",the Heat couldn’t put Udonis Haslem out there for one possession to “accidentally” put a Nike in his face or “inadvertently” put a forearm to his neck?,,Twitter for iPad
486,Eric Lancy,Love everything important to you as if it is your last day,"@BrianCPT @cousinplas @Super70sSports I’m with you that I don’t think the legend was embellished by Nike. To have watched in that era is to remember the greatness. And I feel his contemporaries were so much better. He may have taken time off, but he never sat for “load management”",,Twitter for iPhone
487,dyl ?! #1 mmith stan,#LOUIS: when we’re finished saying nothing can we please get back to lovin ?,guys i bought louis’ adidas🤭 i’m so excited,,Twitter for iPhone
488,MaxwellX.eth | PunkCast.xyz🤘🦇🔊🏴,"Punk Maxi. Member of @thepunkdao @meebitsdao🤘 Host of @punkcastxyz Former CEO, Cryptopunks @cigtoken | Proof Collective | BAYC | #Punk9527 | https://t.co/pBsD9ws8FF",@MikeFogg24 @adidas Congrats Mike!,,Twitter for iPhone
489,Space Karen,I like ferrets and chip spice,"@The_X_Stitcher Adidas joggers, polo shirt, hoody. No ironing. He is at sixth form college though.",,Twitter for iPhone
490,gerry? gary? guillermo?,so what no fuckin ziti?,@NicholasGazin deff #3 they go well with your jordans,,Twitter for iPhone
491,Thanmay,"Gamer, Dreamer.. I dunno what else to say",@pagetpaget @LoveisBlindShow Hey Ms Paget while we wait what is your favorite Emily Prentiss Era? I wanna get it on my Nike custom? 😊,,Twitter for Android
492,ry,$20 dm fee,@onlygirIalive also is her bag a nike basketball im so confused adhhdss https://t.co/37MKLlYcSn,,Twitter for iPhone
493,lex,I love you,I was never more in love w him than when we saw him in director of design at Nike mode (did anyone even confirm that’s his job? If it’s not don’t tell me) https://t.co/qb7ChUAZde,,Twitter for iPhone
494,William Doubek,,Nike Does Something Even Worse Than Bud Light with Latest Move - And Kids Are Involved via @WestJournalism https://t.co/RNzmwg3FUZ,,Twitter for iPhone
495,Ricky Bobby🍢,NY born and raised✌🏼Die Hard FSU and Braves Fan. Let's Chop it up. “It’s not whether you get knocked down it’s whether you get back up” Seminole Booster🍢,@FSUFootball @Seminoles @SeminolesEQ @SeminoleBooster @nikefootball @Nike @ACCFootball @UniWatch I will be buying one of each 👍🏼🍢,,Twitter for iPhone
